Time,Interval Start,Interval End,Load,Location,Estimated_Temperature_F
2026-06-28 18:55:00,2026-06-28 18:55:00-04:00,2026-06-28 19:00:00-04:00,17441.026,ISO-NE System Total,76.6147423678953
2026-06-28 19:00:00,2026-06-28 19:00:00-04:00,2026-06-28 19:05:00-04:00,17418.612,ISO-NE System Total,74.52912505399965
2026-06-28 19:05:00,2026-06-28 19:05:00-04:00,2026-06-28 19:10:00-04:00,17413.286,ISO-NE System Total,74.5255453297166
2026-06-28 19:10:00,2026-06-28 19:10:00-04:00,2026-06-28 19:15:00-04:00,17410.656,ISO-NE System Total,74.52377764761664
2026-06-28 19:15:00,2026-06-28 19:15:00-04:00,2026-06-28 19:20:00-04:00,17360.128,ISO-NE System Total,74.48981664337829
2026-06-28 19:20:00,2026-06-28 19:20:00-04:00,2026-06-28 19:25:00-04:00,17350.872,ISO-NE System Total,74.48359547778239
2026-06-28 19:25:00,2026-06-28 19:25:00-04:00,2026-06-28 19:30:00-04:00,17300.769,ISO-NE System Total,74.44992012559442
2026-06-28 19:30:00,2026-06-28 19:30:00-04:00,2026-06-28 19:35:00-04:00,17277.224,ISO-NE System Total,74.43409500200369
2026-06-28 19:35:00,2026-06-28 19:35:00-04:00,2026-06-28 19:40:00-04:00,17243.275,ISO-NE System Total,74.41127711621982
2026-06-28 19:40:00,2026-06-28 19:40:00-04:00,2026-06-28 19:45:00-04:00,17227.621,ISO-NE System Total,74.40075571105145
2026-06-28 19:45:00,2026-06-28 19:45:00-04:00,2026-06-28 19:50:00-04:00,17197.938,ISO-NE System Total,74.38080509973086
2026-06-28 19:50:00,2026-06-28 19:50:00-04:00,2026-06-28 19:55:00-04:00,17128.199,ISO-NE System Total,74.33393195069313
2026-06-28 19:55:00,2026-06-28 19:55:00-04:00,2026-06-28 20:00:00-04:00,17155.773,ISO-NE System Total,74.3524650557214
2026-06-28 20:00:00,2026-06-28 20:00:00-04:00,2026-06-28 20:05:00-04:00,17105.904,ISO-NE System Total,72.38949934101191
2026-06-28 20:05:00,2026-06-28 20:05:00-04:00,2026-06-28 20:10:00-04:00,17043.436,ISO-NE System Total,72.34751319446424
2026-06-28 20:10:00,2026-06-28 20:10:00-04:00,2026-06-28 20:15:00-04:00,17005.999,ISO-NE System Total,72.32235094549988
2026-06-28 20:15:00,2026-06-28 20:15:00-04:00,2026-06-28 20:20:00-04:00,17055.58,ISO-NE System Total,72.35567544975775
2026-06-28 20:20:00,2026-06-28 20:20:00-04:00,2026-06-28 20:25:00-04:00,16942.454,ISO-NE System Total,72.27964092305044
2026-06-28 20:25:00,2026-06-28 20:25:00-04:00,2026-06-28 20:30:00-04:00,16917.938,ISO-NE System Total,72.26316316853992
2026-06-28 20:30:00,2026-06-28 20:30:00-04:00,2026-06-28 20:35:00-04:00,16937.145,ISO-NE System Total,72.2760726248494
2026-06-28 20:35:00,2026-06-28 20:35:00-04:00,2026-06-28 20:40:00-04:00,16889.122,ISO-NE System Total,72.2437952874021
2026-06-28 20:40:00,2026-06-28 20:40:00-04:00,2026-06-28 20:45:00-04:00,16882.014,ISO-NE System Total,72.2390178408749
2026-06-28 20:45:00,2026-06-28 20:45:00-04:00,2026-06-28 20:50:00-04:00,16919.716,ISO-NE System Total,72.26435820229419
2026-06-28 20:50:00,2026-06-28 20:50:00-04:00,2026-06-28 20:55:00-04:00,16859.377,ISO-NE System Total,72.22380300448826
2026-06-28 20:55:00,2026-06-28 20:55:00-04:00,2026-06-28 21:00:00-04:00,16822.313,ISO-NE System Total,72.19889145720576
2026-06-28 21:00:00,2026-06-28 21:00:00-04:00,2026-06-28 21:05:00-04:00,16730.022,ISO-NE System Total,70.4800063526991
2026-06-28 21:05:00,2026-06-28 21:05:00-04:00,2026-06-28 21:10:00-04:00,16629.611,ISO-NE System Total,70.41251786321651
2026-06-28 21:10:00,2026-06-28 21:10:00-04:00,2026-06-28 21:15:00-04:00,16587.535,ISO-NE System Total,70.38423763810701
2026-06-28 21:15:00,2026-06-28 21:15:00-04:00,2026-06-28 21:20:00-04:00,16543.644,ISO-NE System Total,70.3547375107118
2026-06-28 21:20:00,2026-06-28 21:20:00-04:00,2026-06-28 21:25:00-04:00,16432.415,ISO-NE System Total,70.27997800033285
2026-06-28 21:25:00,2026-06-28 21:25:00-04:00,2026-06-28 21:30:00-04:00,16335.667,ISO-NE System Total,70.21495149546324
2026-06-28 21:30:00,2026-06-28 21:30:00-04:00,2026-06-28 21:35:00-04:00,16259.103,ISO-NE System Total,70.16349111055774
2026-06-28 21:35:00,2026-06-28 21:35:00-04:00,2026-06-28 21:40:00-04:00,16195.704,ISO-NE System Total,70.12087921798913
2026-06-28 21:40:00,2026-06-28 21:40:00-04:00,2026-06-28 21:45:00-04:00,16082.773,ISO-NE System Total,70.04497575516375
2026-06-28 21:45:00,2026-06-28 21:45:00-04:00,2026-06-28 21:50:00-04:00,15989.253,ISO-NE System Total,69.98211886163203
2026-06-28 21:50:00,2026-06-28 21:50:00-04:00,2026-06-28 21:55:00-04:00,15875.815,ISO-NE System Total,69.90587463271362
2026-06-28 21:55:00,2026-06-28 21:55:00-04:00,2026-06-28 22:00:00-04:00,15769.814,ISO-NE System Total,69.83462897861551
2026-06-28 22:00:00,2026-06-28 22:00:00-04:00,2026-06-28 22:05:00-04:00,15629.121,ISO-NE System Total,68.46871707095411
2026-06-28 22:05:00,2026-06-28 22:05:00-04:00,2026-06-28 22:10:00-04:00,15503.764,ISO-NE System Total,68.38446181429825
2026-06-28 22:10:00,2026-06-28 22:10:00-04:00,2026-06-28 22:15:00-04:00,15425.2,ISO-NE System Total,68.33165718444982
2026-06-28 22:15:00,2026-06-28 22:15:00-04:00,2026-06-28 22:20:00-04:00,15303.093,ISO-NE System Total,68.24958632582624
2026-06-28 22:20:00,2026-06-28 22:20:00-04:00,2026-06-28 22:25:00-04:00,15161.411,ISO-NE System Total,68.1543586698237
2026-06-28 22:25:00,2026-06-28 22:25:00-04:00,2026-06-28 22:30:00-04:00,15086.328,ISO-NE System Total,68.10389369829844
2026-06-28 22:30:00,2026-06-28 22:30:00-04:00,2026-06-28 22:35:00-04:00,15008.906,ISO-NE System Total,68.05185663231242
2026-06-28 22:35:00,2026-06-28 22:35:00-04:00,2026-06-28 22:40:00-04:00,14869.789,ISO-NE System Total,67.95835297044917
2026-06-28 22:40:00,2026-06-28 22:40:00-04:00,2026-06-28 22:45:00-04:00,14771.896,ISO-NE System Total,67.89255688534973
2026-06-28 22:45:00,2026-06-28 22:45:00-04:00,2026-06-28 22:50:00-04:00,14650.912,ISO-NE System Total,67.81124082026162
2026-06-28 22:50:00,2026-06-28 22:50:00-04:00,2026-06-28 22:55:00-04:00,14569.81,ISO-NE System Total,67.75673034358059
2026-06-28 22:55:00,2026-06-28 22:55:00-04:00,2026-06-28 23:00:00-04:00,14432.761,ISO-NE System Total,67.66461663098832
2026-06-28 23:00:00,2026-06-28 23:00:00-04:00,2026-06-28 23:05:00-04:00,14310.617,ISO-NE System Total,66.78331752379628
2026-06-28 23:05:00,2026-06-28 23:05:00-04:00,2026-06-28 23:10:00-04:00,14191.437,ISO-NE System Total,66.70321396764669
2026-06-28 23:10:00,2026-06-28 23:10:00-04:00,2026-06-28 23:15:00-04:00,14099.85,ISO-NE System Total,66.64165628685232
2026-06-28 23:15:00,2026-06-28 23:15:00-04:00,2026-06-28 23:20:00-04:00,13979.056,ISO-NE System Total,66.56046792503379
2026-06-28 23:20:00,2026-06-28 23:20:00-04:00,2026-06-28 23:25:00-04:00,13898.196,ISO-NE System Total,66.50612010199087
2026-06-28 23:25:00,2026-06-28 23:25:00-04:00,2026-06-28 23:30:00-04:00,13785.053,ISO-NE System Total,66.43007414920153
2026-06-28 23:30:00,2026-06-28 23:30:00-04:00,2026-06-28 23:35:00-04:00,13694.519,ISO-NE System Total,66.36922421336962
2026-06-28 23:35:00,2026-06-28 23:35:00-04:00,2026-06-28 23:40:00-04:00,13585.913,ISO-NE System Total,66.29622768023334
2026-06-28 23:40:00,2026-06-28 23:40:00-04:00,2026-06-28 23:45:00-04:00,13473.586,ISO-NE System Total,66.22073017938072
2026-06-28 23:45:00,2026-06-28 23:45:00-04:00,2026-06-28 23:50:00-04:00,13394.766,ISO-NE System Total,66.1677534861796
2026-06-28 23:50:00,2026-06-28 23:50:00-04:00,2026-06-28 23:55:00-04:00,13290.641,ISO-NE System Total,66.09776873383797
2026-06-28 23:55:00,2026-06-28 23:55:00-04:00,2026-06-29 00:00:00-04:00,13145.802,ISO-NE System Total,66.00041918719297
2026-06-29 00:00:00,2026-06-29 00:00:00-04:00,2026-06-29 00:05:00-04:00,13116.95,ISO-NE System Total,65.70843371995872
2026-06-29 00:05:00,2026-06-29 00:05:00-04:00,2026-06-29 00:10:00-04:00,13069.272,ISO-NE System Total,65.67638826476406
2026-06-29 00:10:00,2026-06-29 00:10:00-04:00,2026-06-29 00:15:00-04:00,12951.939,ISO-NE System Total,65.59752611881926
2026-06-29 00:15:00,2026-06-29 00:15:00-04:00,2026-06-29 00:20:00-04:00,12891.202,ISO-NE System Total,65.5567034162697
2026-06-29 00:20:00,2026-06-29 00:20:00-04:00,2026-06-29 00:25:00-04:00,12823.63,ISO-NE System Total,65.51128675662764
2026-06-29 00:25:00,2026-06-29 00:25:00-04:00,2026-06-29 00:30:00-04:00,12737.408,ISO-NE System Total,65.45333501289271
2026-06-29 00:30:00,2026-06-29 00:30:00-04:00,2026-06-29 00:35:00-04:00,12672.171,ISO-NE System Total,65.40948775922153
2026-06-29 00:35:00,2026-06-29 00:35:00-04:00,2026-06-29 00:40:00-04:00,12573.206,ISO-NE System Total,65.34297115883268
2026-06-29 00:40:00,2026-06-29 00:40:00-04:00,2026-06-29 00:45:00-04:00,12519.263,ISO-NE System Total,65.30671485635426
2026-06-29 00:45:00,2026-06-29 00:45:00-04:00,2026-06-29 00:50:00-04:00,12450.697,ISO-NE System Total,65.26063010697557
2026-06-29 00:50:00,2026-06-29 00:50:00-04:00,2026-06-29 00:55:00-04:00,12369.321,ISO-NE System Total,65.20593546873737
2026-06-29 00:55:00,2026-06-29 00:55:00-04:00,2026-06-29 01:00:00-04:00,12312.776,ISO-NE System Total,65.1679303035882
2026-06-29 01:00:00,2026-06-29 01:00:00-04:00,2026-06-29 01:05:00-04:00,12241.964,ISO-NE System Total,65.39292935682604
2026-06-29 01:05:00,2026-06-29 01:05:00-04:00,2026-06-29 01:10:00-04:00,12196.134,ISO-NE System Total,65.36212598395865
2026-06-29 01:10:00,2026-06-29 01:10:00-04:00,2026-06-29 01:15:00-04:00,12164.908,ISO-NE System Total,65.34113828766459
2026-06-29 01:15:00,2026-06-29 01:15:00-04:00,2026-06-29 01:20:00-04:00,12089.67,ISO-NE System Total,65.29056913715625
2026-06-29 01:20:00,2026-06-29 01:20:00-04:00,2026-06-29 01:25:00-04:00,12057.736,ISO-NE System Total,65.26910557815239
2026-06-29 01:25:00,2026-06-29 01:25:00-04:00,2026-06-29 01:30:00-04:00,11997.681,ISO-NE System Total,65.22874126312837
2026-06-29 01:30:00,2026-06-29 01:30:00-04:00,2026-06-29 01:35:00-04:00,11956.813,ISO-NE System Total,65.2012729619644
2026-06-29 01:35:00,2026-06-29 01:35:00-04:00,2026-06-29 01:40:00-04:00,11906.875,ISO-NE System Total,65.16770850998422
2026-06-29 01:40:00,2026-06-29 01:40:00-04:00,2026-06-29 01:45:00-04:00,11837.458,ISO-NE System Total,65.1210517843823
2026-06-29 01:45:00,2026-06-29 01:45:00-04:00,2026-06-29 01:50:00-04:00,11781.402,ISO-NE System Total,65.08337528712168
2026-06-29 01:50:00,2026-06-29 01:50:00-04:00,2026-06-29 01:55:00-04:00,11735.917,ISO-NE System Total,65.05280379650695
2026-06-29 01:55:00,2026-06-29 01:55:00-04:00,2026-06-29 02:00:00-04:00,11697.088,ISO-NE System Total,65.0267059530623
2026-06-29 02:00:00,2026-06-29 02:00:00-04:00,2026-06-29 02:05:00-04:00,11719.382,ISO-NE System Total,65.84089363147825
2026-06-29 02:05:00,2026-06-29 02:05:00-04:00,2026-06-29 02:10:00-04:00,11654.47,ISO-NE System Total,65.7972648176103
2026-06-29 02:10:00,2026-06-29 02:10:00-04:00,2026-06-29 02:15:00-04:00,11642.285,ISO-NE System Total,65.78907500529546
2026-06-29 02:15:00,2026-06-29 02:15:00-04:00,2026-06-29 02:20:00-04:00,11614.286,ISO-NE System Total,65.77025624821682
2026-06-29 02:20:00,2026-06-29 02:20:00-04:00,2026-06-29 02:25:00-04:00,11571.098,ISO-NE System Total,65.74122862291905
2026-06-29 02:25:00,2026-06-29 02:25:00-04:00,2026-06-29 02:30:00-04:00,11554.104,ISO-NE System Total,65.72980657363891
2026-06-29 02:30:00,2026-06-29 02:30:00-04:00,2026-06-29 02:35:00-04:00,11498.857,ISO-NE System Total,65.69267382345771
2026-06-29 02:35:00,2026-06-29 02:35:00-04:00,2026-06-29 02:40:00-04:00,11463.703,ISO-NE System Total,65.66904603009571
2026-06-29 02:40:00,2026-06-29 02:40:00-04:00,2026-06-29 02:45:00-04:00,11453.154,ISO-NE System Total,65.66195581014419
2026-06-29 02:45:00,2026-06-29 02:45:00-04:00,2026-06-29 02:50:00-04:00,11415.61,ISO-NE System Total,65.6367216440754
2026-06-29 02:50:00,2026-06-29 02:50:00-04:00,2026-06-29 02:55:00-04:00,11388.745,ISO-NE System Total,65.6186650738794
2026-06-29 02:55:00,2026-06-29 02:55:00-04:00,2026-06-29 03:00:00-04:00,11383.149,ISO-NE System Total,65.61490387652906
2026-06-29 03:00:00,2026-06-29 03:00:00-04:00,2026-06-29 03:05:00-04:00,11354.046,ISO-NE System Total,66.86669207702505
2026-06-29 03:05:00,2026-06-29 03:05:00-04:00,2026-06-29 03:10:00-04:00,11355.92,ISO-NE System Total,66.86795163453658
2026-06-29 03:10:00,2026-06-29 03:10:00-04:00,2026-06-29 03:15:00-04:00,11338.982,ISO-NE System Total,66.85656722411485
2026-06-29 03:15:00,2026-06-29 03:15:00-04:00,2026-06-29 03:20:00-04:00,11322.956,ISO-NE System Total,66.8457957893871
2026-06-29 03:20:00,2026-06-29 03:20:00-04:00,2026-06-29 03:25:00-04:00,11285.57,ISO-NE System Total,66.8206678186688
2026-06-29 03:25:00,2026-06-29 03:25:00-04:00,2026-06-29 03:30:00-04:00,11279.98,ISO-NE System Total,66.81691065405327
2026-06-29 03:30:00,2026-06-29 03:30:00-04:00,2026-06-29 03:35:00-04:00,11279.182,ISO-NE System Total,66.81637430032104
2026-06-29 03:35:00,2026-06-29 03:35:00-04:00,2026-06-29 03:40:00-04:00,11250.277,ISO-NE System Total,66.79694660028326
2026-06-29 03:40:00,2026-06-29 03:40:00-04:00,2026-06-29 03:45:00-04:00,11229.652,ISO-NE System Total,66.78308407430923
2026-06-29 03:45:00,2026-06-29 03:45:00-04:00,2026-06-29 03:50:00-04:00,11248.037,ISO-NE System Total,66.79544104594717
2026-06-29 03:50:00,2026-06-29 03:50:00-04:00,2026-06-29 03:55:00-04:00,11246.499,ISO-NE System Total,66.79440732158605
2026-06-29 03:55:00,2026-06-29 03:55:00-04:00,2026-06-29 04:00:00-04:00,11235.679,ISO-NE System Total,66.78713495644476
2026-06-29 04:00:00,2026-06-29 04:00:00-04:00,2026-06-29 04:05:00-04:00,11254.827,ISO-NE System Total,68.45685900702082
2026-06-29 04:05:00,2026-06-29 04:05:00-04:00,2026-06-29 04:10:00-04:00,11322.054,ISO-NE System Total,68.50204378441022
2026-06-29 04:10:00,2026-06-29 04:10:00-04:00,2026-06-29 04:15:00-04:00,11331.808,ISO-NE System Total,68.50859966699693
2026-06-29 04:15:00,2026-06-29 04:15:00-04:00,2026-06-29 04:20:00-04:00,11344.251,ISO-NE System Total,68.5169628869094
2026-06-29 04:20:00,2026-06-29 04:20:00-04:00,2026-06-29 04:25:00-04:00,11341.406,ISO-NE System Total,68.51505069847808
2026-06-29 04:25:00,2026-06-29 04:25:00-04:00,2026-06-29 04:30:00-04:00,11332.559,ISO-NE System Total,68.509104430973
2026-06-29 04:30:00,2026-06-29 04:30:00-04:00,2026-06-29 04:35:00-04:00,11353.015,ISO-NE System Total,68.52285336824934
2026-06-29 04:35:00,2026-06-29 04:35:00-04:00,2026-06-29 04:40:00-04:00,11390.135,ISO-NE System Total,68.54780255439024
2026-06-29 04:40:00,2026-06-29 04:40:00-04:00,2026-06-29 04:45:00-04:00,11405.669,ISO-NE System Total,68.55824330486203
2026-06-29 04:45:00,2026-06-29 04:45:00-04:00,2026-06-29 04:50:00-04:00,11432.621,ISO-NE System Total,68.57635834971305
2026-06-29 04:50:00,2026-06-29 04:50:00-04:00,2026-06-29 04:55:00-04:00,11463.847,ISO-NE System Total,68.59734604600712
2026-06-29 04:55:00,2026-06-29 04:55:00-04:00,2026-06-29 05:00:00-04:00,11473.397,ISO-NE System Total,68.60376481560964
2026-06-29 05:00:00,2026-06-29 05:00:00-04:00,2026-06-29 05:05:00-04:00,11521.882,ISO-NE System Total,70.56580031281862
2026-06-29 05:05:00,2026-06-29 05:05:00-04:00,2026-06-29 05:10:00-04:00,11615.318,ISO-NE System Total,70.62860074806272
2026-06-29 05:10:00,2026-06-29 05:10:00-04:00,2026-06-29 05:15:00-04:00,11679.67,ISO-NE System Total,70.67185317334665
2026-06-29 05:15:00,2026-06-29 05:15:00-04:00,2026-06-29 05:20:00-04:00,11702.031,ISO-NE System Total,70.68688250393114
2026-06-29 05:20:00,2026-06-29 05:20:00-04:00,2026-06-29 05:25:00-04:00,11719.518,ISO-NE System Total,70.69863590958971
2026-06-29 05:25:00,2026-06-29 05:25:00-04:00,2026-06-29 05:30:00-04:00,11734.108,ISO-NE System Total,70.70844217644844
2026-06-29 05:30:00,2026-06-29 05:30:00-04:00,2026-06-29 05:35:00-04:00,11702.101,ISO-NE System Total,70.68692955250415
2026-06-29 05:35:00,2026-06-29 05:35:00-04:00,2026-06-29 05:40:00-04:00,11770.071,ISO-NE System Total,70.73261371688986
2026-06-29 05:40:00,2026-06-29 05:40:00-04:00,2026-06-29 05:45:00-04:00,11796.796,ISO-NE System Total,70.75057618993984
2026-06-29 05:45:00,2026-06-29 05:45:00-04:00,2026-06-29 05:50:00-04:00,11835.009,ISO-NE System Total,70.77626000594205
2026-06-29 05:50:00,2026-06-29 05:50:00-04:00,2026-06-29 05:55:00-04:00,11857.088,ISO-NE System Total,70.7910997979896
2026-06-29 05:55:00,2026-06-29 05:55:00-04:00,2026-06-29 06:00:00-04:00,11947.685,ISO-NE System Total,70.8519920775372
2026-06-29 06:00:00,2026-06-29 06:00:00-04:00,2026-06-29 06:05:00-04:00,12026.023,ISO-NE System Total,72.97519716852726
2026-06-29 06:05:00,2026-06-29 06:05:00-04:00,2026-06-29 06:10:00-04:00,12156.787,ISO-NE System Total,73.06308659138634
2026-06-29 06:10:00,2026-06-29 06:10:00-04:00,2026-06-29 06:15:00-04:00,12228.073,ISO-NE System Total,73.11099951388742
2026-06-29 06:15:00,2026-06-29 06:15:00-04:00,2026-06-29 06:20:00-04:00,12275.93,ISO-NE System Total,73.14316527900448
2026-06-29 06:20:00,2026-06-29 06:20:00-04:00,2026-06-29 06:25:00-04:00,12303.872,ISO-NE System Total,73.16194572510224
2026-06-29 06:25:00,2026-06-29 06:25:00-04:00,2026-06-29 06:30:00-04:00,12340.038,ISO-NE System Total,73.18625370640537
2026-06-29 06:30:00,2026-06-29 06:30:00-04:00,2026-06-29 06:35:00-04:00,12369.444,ISO-NE System Total,73.20601813980136
2026-06-29 06:35:00,2026-06-29 06:35:00-04:00,2026-06-29 06:40:00-04:00,12399.58,ISO-NE System Total,73.22627322260153
2026-06-29 06:40:00,2026-06-29 06:40:00-04:00,2026-06-29 06:45:00-04:00,12456.282,ISO-NE System Total,73.26438391097872
2026-06-29 06:45:00,2026-06-29 06:45:00-04:00,2026-06-29 06:50:00-04:00,12472.328,ISO-NE System Total,73.2751687881559
2026-06-29 06:50:00,2026-06-29 06:50:00-04:00,2026-06-29 06:55:00-04:00,12528.919,ISO-NE System Total,73.31320487093876
2026-06-29 06:55:00,2026-06-29 06:55:00-04:00,2026-06-29 07:00:00-04:00,12560.626,ISO-NE System Total,73.3345158581416
2026-06-29 07:00:00,2026-06-29 07:00:00-04:00,2026-06-29 07:05:00-04:00,12609.354,ISO-NE System Total,75.43781940275147
2026-06-29 07:05:00,2026-06-29 07:05:00-04:00,2026-06-29 07:10:00-04:00,12741.619,ISO-NE System Total,75.52671768144023
2026-06-29 07:10:00,2026-06-29 07:10:00-04:00,2026-06-29 07:15:00-04:00,12707.855,ISO-NE System Total,75.50402413831358
2026-06-29 07:15:00,2026-06-29 07:15:00-04:00,2026-06-29 07:20:00-04:00,12754.107,ISO-NE System Total,75.53511114686393
2026-06-29 07:20:00,2026-06-29 07:20:00-04:00,2026-06-29 07:25:00-04:00,12765.53,ISO-NE System Total,75.5427888018555
2026-06-29 07:25:00,2026-06-29 07:25:00-04:00,2026-06-29 07:30:00-04:00,12757.752,ISO-NE System Total,75.53756103327242
2026-06-29 07:30:00,2026-06-29 07:30:00-04:00,2026-06-29 07:35:00-04:00,12743.324,ISO-NE System Total,75.52786365025409
2026-06-29 07:35:00,2026-06-29 07:35:00-04:00,2026-06-29 07:40:00-04:00,12716.054,ISO-NE System Total,75.50953487045714
2026-06-29 07:40:00,2026-06-29 07:40:00-04:00,2026-06-29 07:45:00-04:00,12737.61,ISO-NE System Total,75.52402314245211
2026-06-29 07:45:00,2026-06-29 07:45:00-04:00,2026-06-29 07:50:00-04:00,12671.578,ISO-NE System Total,75.47964155141611
2026-06-29 07:50:00,2026-06-29 07:50:00-04:00,2026-06-29 07:55:00-04:00,12719.335,ISO-NE System Total,75.51174010428602
2026-06-29 07:55:00,2026-06-29 07:55:00-04:00,2026-06-29 08:00:00-04:00,12640.347,ISO-NE System Total,75.4586504945097
2026-06-29 08:00:00,2026-06-29 08:00:00-04:00,2026-06-29 08:05:00-04:00,12664.747,ISO-NE System Total,77.40449792199335
2026-06-29 08:05:00,2026-06-29 08:05:00-04:00,2026-06-29 08:10:00-04:00,12666.485,ISO-NE System Total,77.40566607084877
2026-06-29 08:10:00,2026-06-29 08:10:00-04:00,2026-06-29 08:15:00-04:00,12698.742,ISO-NE System Total,77.42734672541091
2026-06-29 08:15:00,2026-06-29 08:15:00-04:00,2026-06-29 08:20:00-04:00,12666.455,ISO-NE System Total,77.40564590717462
2026-06-29 08:20:00,2026-06-29 08:20:00-04:00,2026-06-29 08:25:00-04:00,12641.261,ISO-NE System Total,77.38871245362844
2026-06-29 08:25:00,2026-06-29 08:25:00-04:00,2026-06-29 08:30:00-04:00,12589.464,ISO-NE System Total,77.3538985259738
2026-06-29 08:30:00,2026-06-29 08:30:00-04:00,2026-06-29 08:35:00-04:00,12533.118,ISO-NE System Total,77.31602711319645
2026-06-29 08:35:00,2026-06-29 08:35:00-04:00,2026-06-29 08:40:00-04:00,12512.845,ISO-NE System Total,77.30240117433237
2026-06-29 08:40:00,2026-06-29 08:40:00-04:00,2026-06-29 08:45:00-04:00,12500.426,ISO-NE System Total,77.29405408535922
2026-06-29 08:45:00,2026-06-29 08:45:00-04:00,2026-06-29 08:50:00-04:00,12432.476,ISO-NE System Total,77.24838336342295
2026-06-29 08:50:00,2026-06-29 08:50:00-04:00,2026-06-29 08:55:00-04:00,12407.796,ISO-NE System Total,77.23179538082711
2026-06-29 08:55:00,2026-06-29 08:55:00-04:00,2026-06-29 09:00:00-04:00,12372.69,ISO-NE System Total,77.20819984934374
2026-06-29 09:00:00,2026-06-29 09:00:00-04:00,2026-06-29 09:05:00-04:00,12372.775,ISO-NE System Total,78.86511122924621
2026-06-29 09:05:00,2026-06-29 09:05:00-04:00,2026-06-29 09:10:00-04:00,12347.68,ISO-NE System Total,78.84824431582472
2026-06-29 09:10:00,2026-06-29 09:10:00-04:00,2026-06-29 09:15:00-04:00,12280.821,ISO-NE System Total,78.80330687950482
2026-06-29 09:15:00,2026-06-29 09:15:00-04:00,2026-06-29 09:20:00-04:00,12286.52,ISO-NE System Total,78.80713730546971
2026-06-29 09:20:00,2026-06-29 09:20:00-04:00,2026-06-29 09:25:00-04:00,12280.84,ISO-NE System Total,78.80331964983178
2026-06-29 09:25:00,2026-06-29 09:25:00-04:00,2026-06-29 09:30:00-04:00,12306.014,ISO-NE System Total,78.82023966092851
2026-06-29 09:30:00,2026-06-29 09:30:00-04:00,2026-06-29 09:35:00-04:00,12284.801,ISO-NE System Total,78.80598192694126
2026-06-29 09:35:00,2026-06-29 09:35:00-04:00,2026-06-29 09:40:00-04:00,12274.452,ISO-NE System Total,78.79902613148403
2026-06-29 09:40:00,2026-06-29 09:40:00-04:00,2026-06-29 09:45:00-04:00,12246.585,ISO-NE System Total,78.78029609457163
2026-06-29 09:45:00,2026-06-29 09:45:00-04:00,2026-06-29 09:50:00-04:00,12264.897,ISO-NE System Total,78.79260400126915
2026-06-29 09:50:00,2026-06-29 09:50:00-04:00,2026-06-29 09:55:00-04:00,12263.362,ISO-NE System Total,78.79157229327545
2026-06-29 09:55:00,2026-06-29 09:55:00-04:00,2026-06-29 10:00:00-04:00,12248.801,ISO-NE System Total,78.7817855179684
2026-06-29 10:00:00,2026-06-29 10:00:00-04:00,2026-06-29 10:05:00-04:00,12235.493,ISO-NE System Total,80.04418989290123
2026-06-29 10:05:00,2026-06-29 10:05:00-04:00,2026-06-29 10:10:00-04:00,12266.173,ISO-NE System Total,80.06481061032588
2026-06-29 10:10:00,2026-06-29 10:10:00-04:00,2026-06-29 10:15:00-04:00,12285.386,ISO-NE System Total,80.0777240993702
2026-06-29 10:15:00,2026-06-29 10:15:00-04:00,2026-06-29 10:20:00-04:00,12322.11,ISO-NE System Total,80.10240712501239
2026-06-29 10:20:00,2026-06-29 10:20:00-04:00,2026-06-29 10:25:00-04:00,12308.048,ISO-NE System Total,80.09295573881862
2026-06-29 10:25:00,2026-06-29 10:25:00-04:00,2026-06-29 10:30:00-04:00,12345.4,ISO-NE System Total,80.1180608573729
2026-06-29 10:30:00,2026-06-29 10:30:00-04:00,2026-06-29 10:35:00-04:00,12375.739,ISO-NE System Total,80.13845238103477
2026-06-29 10:35:00,2026-06-29 10:35:00-04:00,2026-06-29 10:40:00-04:00,12381.287,ISO-NE System Total,80.14218131650648
2026-06-29 10:40:00,2026-06-29 10:40:00-04:00,2026-06-29 10:45:00-04:00,12425.699,ISO-NE System Total,80.17203161970933
2026-06-29 10:45:00,2026-06-29 10:45:00-04:00,2026-06-29 10:50:00-04:00,12460.778,ISO-NE System Total,80.19560900388596
2026-06-29 10:50:00,2026-06-29 10:50:00-04:00,2026-06-29 10:55:00-04:00,12484.473,ISO-NE System Total,80.2115349458474
2026-06-29 10:55:00,2026-06-29 10:55:00-04:00,2026-06-29 11:00:00-04:00,12533.097,ISO-NE System Total,80.24421622890007
2026-06-29 11:00:00,2026-06-29 11:00:00-04:00,2026-06-29 11:05:00-04:00,12568.76,ISO-NE System Total,81.06738951263708
2026-06-29 11:05:00,2026-06-29 11:05:00-04:00,2026-06-29 11:10:00-04:00,12612.195,ISO-NE System Total,81.09658315218529
2026-06-29 11:10:00,2026-06-29 11:10:00-04:00,2026-06-29 11:15:00-04:00,12653.492,ISO-NE System Total,81.12433979388952
2026-06-29 11:15:00,2026-06-29 11:15:00-04:00,2026-06-29 11:20:00-04:00,12696.277,ISO-NE System Total,81.15309655383129
2026-06-29 11:20:00,2026-06-29 11:20:00-04:00,2026-06-29 11:25:00-04:00,12535.431,ISO-NE System Total,81.0449883427855
2026-06-29 11:25:00,2026-06-29 11:25:00-04:00,2026-06-29 11:30:00-04:00,12695.336,ISO-NE System Total,81.15246408658564
